seq,timestamp,heart_rate,label
925,1770750771.3589995,130,CRITICAL
926,1770750771.3837843,112,ALERT
927,1770750771.406084,125,CRITICAL
928,1770750771.4276292,122,CRITICAL
929,1770750771.4528139,115,ALERT
930,1770750771.4750504,120,ALERT
931,1770750771.4915283,130,CRITICAL
932,1770750771.517729,129,CRITICAL
933,1770750771.5411217,116,ALERT
934,1770750771.5625956,110,ALERT
935,1770750771.5854793,125,CRITICAL
936,1770750771.6009874,124,CRITICAL
937,1770750771.6199462,123,CRITICAL
938,1770750771.64221,127,CRITICAL
939,1770750771.6565216,112,ALERT
940,1770750771.6756046,121,CRITICAL
941,1770750771.695404,126,CRITICAL
942,1770750771.717596,124,CRITICAL
943,1770750771.7350824,130,CRITICAL
944,1770750771.7528286,124,CRITICAL
945,1770750771.7736292,119,ALERT
946,1770750771.7964332,119,ALERT
947,1770750771.819049,117,ALERT
948,1770750771.8455877,113,ALERT
949,1770750771.8653622,122,CRITICAL
950,1770750771.8883307,117,ALERT
951,1770750771.9135323,128,CRITICAL
952,1770750771.9381275,128,CRITICAL
953,1770750771.9622355,125,CRITICAL
954,1770750771.9856615,118,ALERT
955,1770750772.0112154,129,CRITICAL
956,1770750772.0314906,119,ALERT
957,1770750772.0558507,125,CRITICAL
958,1770750772.0791838,128,CRITICAL
959,1770750772.1002598,120,ALERT
960,1770750772.1221159,112,ALERT
961,1770750772.1405237,124,CRITICAL
962,1770750772.162977,130,CRITICAL
963,1770750772.188617,119,ALERT
964,1770750772.2164004,125,CRITICAL
965,1770750772.2420177,124,CRITICAL
966,1770750772.2687156,116,ALERT
967,1770750772.287488,118,ALERT
968,1770750772.3030663,118,ALERT
969,1770750772.3188453,115,ALERT
970,1770750772.3401508,112,ALERT
971,1770750772.3607905,114,ALERT
972,1770750772.3821862,127,CRITICAL
973,1770750772.402064,127,CRITICAL
974,1770750772.4266214,113,ALERT
975,1770750772.4482286,119,ALERT
976,1770750772.4729896,119,ALERT
977,1770750772.4943597,112,ALERT
978,1770750772.5148988,120,ALERT
979,1770750772.5394504,118,ALERT
980,1770750772.5650632,113,ALERT
981,1770750772.5845077,123,CRITICAL
982,1770750772.609452,120,ALERT
983,1770750772.6382103,130,CRITICAL
984,1770750772.66099,128,CRITICAL
985,1770750772.6829267,126,CRITICAL
986,1770750772.708123,128,CRITICAL
987,1770750772.7330604,124,CRITICAL
988,1770750772.7555528,117,ALERT
989,1770750772.777912,119,ALERT
990,1770750772.798846,118,ALERT
991,1770750772.820876,118,ALERT
992,1770750772.8398988,113,ALERT
993,1770750772.8582335,119,ALERT
994,1770750772.8799806,119,ALERT
995,1770750772.900756,117,ALERT
996,1770750772.9283442,123,CRITICAL
997,1770750772.9550266,129,CRITICAL
998,1770750772.974306,116,ALERT
999,1770750773.000341,114,ALERT
1000,1770750773.022156,122,CRITICAL
1001,1770750773.0404627,130,CRITICAL
1002,1770750773.0587144,126,CRITICAL
1003,1770750773.0781267,120,ALERT
1004,1770750773.1030228,113,ALERT
1005,1770750773.1279676,127,CRITICAL
1006,1770750773.1556754,130,CRITICAL
1007,1770750773.1811364,113,ALERT
1008,1770750773.2027931,121,CRITICAL
1009,1770750773.2287974,130,CRITICAL
1010,1770750773.2547548,120,ALERT
1011,1770750773.2838917,120,ALERT
1012,1770750773.308491,110,ALERT
1013,1770750773.330211,130,CRITICAL
1014,1770750773.3446617,123,CRITICAL
1015,1770750773.3663628,130,CRITICAL
1016,1770750773.3849432,112,ALERT
1017,1770750773.4030924,122,CRITICAL
1018,1770750773.4209962,112,ALERT
1019,1770750773.4414065,123,CRITICAL
1020,1770750773.4617078,111,ALERT
1021,1770750773.4889245,124,CRITICAL
1022,1770750773.512006,110,ALERT
1023,1770750773.5317028,118,ALERT
1024,1770750773.557749,110,ALERT
1025,1770750773.580257,129,CRITICAL
1026,1770750773.6028528,129,CRITICAL
1027,1770750773.630613,120,ALERT
1028,1770750773.6531906,123,CRITICAL
1029,1770750773.6769419,116,ALERT
1030,1770750773.6989703,118,ALERT
1031,1770750773.7263165,121,CRITICAL
1032,1770750773.752162,119,ALERT
1033,1770750773.778005,118,ALERT
1034,1770750773.8033369,113,ALERT
1035,1770750773.83132,119,ALERT
1036,1770750773.852584,116,ALERT
1037,1770750773.8728056,116,ALERT
1038,1770750773.8983662,111,ALERT
1039,1770750773.917691,115,ALERT
1040,1770750773.9414332,112,ALERT
1041,1770750773.9644723,119,ALERT
1042,1770750773.9866815,128,CRITICAL
1043,1770750774.004351,124,CRITICAL
1044,1770750774.0186744,130,CRITICAL
1045,1770750774.040409,111,ALERT
1046,1770750774.0596852,113,ALERT
1047,1770750774.0848927,126,CRITICAL
1048,1770750774.1078823,113,ALERT
1049,1770750774.1302657,122,CRITICAL
1050,1770750774.1520438,128,CRITICAL
1051,1770750774.176647,118,ALERT
1052,1770750774.2004826,110,ALERT
1053,1770750774.2199655,118,ALERT
1054,1770750774.2435575,117,ALERT
1055,1770750774.2618246,118,ALERT
1056,1770750774.2821543,117,ALERT
1057,1770750774.3069415,126,CRITICAL
1058,1770750774.3301947,119,ALERT
1059,1770750774.3519702,112,ALERT
1060,1770750774.371936,127,CRITICAL
1061,1770750774.3916037,116,ALERT
1062,1770750774.4168,115,ALERT
1063,1770750774.441695,121,CRITICAL
1064,1770750774.4664347,125,CRITICAL
1065,1770750774.4872198,117,ALERT
1066,1770750774.508128,112,ALERT
1067,1770750774.524819,118,ALERT
1068,1770750774.5499423,126,CRITICAL
1069,1770750774.568323,128,CRITICAL
1070,1770750774.587031,115,ALERT
1071,1770750774.6079903,116,ALERT
1072,1770750774.6302495,112,ALERT
1073,1770750774.6535275,119,ALERT
1074,1770750774.6755714,112,ALERT
1075,1770750774.6932192,120,ALERT
1076,1770750774.7146523,114,ALERT
1077,1770750774.7413392,130,CRITICAL
1078,1770750774.76318,118,ALERT
1079,1770750774.7852595,128,CRITICAL
1080,1770750774.8051,123,CRITICAL
1081,1770750774.8304272,129,CRITICAL
1082,1770750774.853003,119,ALERT
1083,1770750774.874313,121,CRITICAL
1084,1770750774.9001563,116,ALERT
1085,1770750774.918462,121,CRITICAL
1086,1770750774.9435463,111,ALERT
1087,1770750774.9654155,127,CRITICAL
1088,1770750774.9920616,129,CRITICAL
1089,1770750775.0117242,117,ALERT
1090,1770750775.0357413,116,ALERT
1091,1770750775.0655608,118,ALERT
1092,1770750775.0853941,111,ALERT
1093,1770750775.1078923,124,CRITICAL
1094,1770750775.1285996,116,ALERT
1095,1770750775.1462338,111,ALERT
1096,1770750775.1646369,130,CRITICAL
1097,1770750775.1903749,122,CRITICAL
1098,1770750775.2170758,111,ALERT
1099,1770750775.240866,113,ALERT
1100,1770750775.2639494,124,CRITICAL
1101,1770750775.2855275,130,CRITICAL
1102,1770750775.307076,121,CRITICAL
1103,1770750775.3312345,130,CRITICAL
1104,1770750775.3533673,111,ALERT
1105,1770750775.3702466,125,CRITICAL
1106,1770750775.3922994,127,CRITICAL
1107,1770750775.4154925,130,CRITICAL
1108,1770750775.442268,123,CRITICAL
1109,1770750775.4582686,125,CRITICAL
1110,1770750775.482297,130,CRITICAL
1111,1770750775.5074496,115,ALERT
1112,1770750775.52855,129,CRITICAL
1113,1770750775.5552006,127,CRITICAL
1114,1770750775.5788105,128,CRITICAL
1115,1770750775.5996675,113,ALERT
1116,1770750775.6173067,125,CRITICAL
1117,1770750775.6379716,126,CRITICAL
1118,1770750775.6536946,125,CRITICAL
1119,1770750775.673174,121,CRITICAL
1120,1770750775.693911,124,CRITICAL
1121,1770750775.710314,119,ALERT
1122,1770750775.7285252,113,ALERT
1123,1770750775.7488923,115,ALERT
1124,1770750775.7744057,124,CRITICAL
1125,1770750775.797532,121,CRITICAL
1126,1770750775.8232594,129,CRITICAL
1127,1770750775.842117,127,CRITICAL
1128,1770750775.865058,119,ALERT
1129,1770750775.8864226,128,CRITICAL
1130,1770750775.9132624,124,CRITICAL
1131,1770750775.9370139,114,ALERT
1132,1770750775.9640405,121,CRITICAL
1133,1770750775.9905233,127,CRITICAL
1134,1770750776.0104878,115,ALERT
1135,1770750776.0370262,117,ALERT
1136,1770750776.0581388,117,ALERT
1137,1770750776.0831268,77,NORMAL
1138,1770750776.102119,88,NORMAL
1139,1770750776.128546,69,NORMAL
1140,1770750776.1564121,78,NORMAL
1141,1770750776.1767125,75,NORMAL
1142,1770750776.1974602,88,NORMAL
1143,1770750776.2150438,63,NORMAL
1144,1770750776.2376857,63,NORMAL
1145,1770750776.25558,60,NORMAL
1146,1770750776.2762954,67,NORMAL
1147,1770750776.298448,75,NORMAL
1148,1770750776.3222814,67,NORMAL
1149,1770750776.3446274,71,NORMAL
1150,1770750776.3617055,73,NORMAL
1151,1770750776.3874822,81,NORMAL
1152,1770750776.4100182,87,NORMAL
1153,1770750776.4323575,82,NORMAL
1154,1770750776.457427,72,NORMAL
1155,1770750776.4770238,60,NORMAL
1156,1770750776.4998846,72,NORMAL
1157,1770750776.5249534,82,NORMAL
1158,1770750776.5487418,64,NORMAL
1159,1770750776.5681446,60,NORMAL
1160,1770750776.5876358,88,NORMAL
1161,1770750776.6123154,78,NORMAL
1162,1770750776.6401062,88,NORMAL
1163,1770750776.667445,77,NORMAL
1164,1770750776.6875904,89,NORMAL
1165,1770750776.7094755,71,NORMAL
1166,1770750776.7311616,64,NORMAL
1167,1770750776.7512202,82,NORMAL
1168,1770750776.772543,76,NORMAL
1169,1770750776.7954822,68,NORMAL
1170,1770750776.8189535,82,NORMAL
1171,1770750776.8442822,63,NORMAL
1172,1770750776.8694875,90,NORMAL
1173,1770750776.890048,73,NORMAL
1174,1770750776.9123707,90,NORMAL
1175,1770750776.9365988,70,NORMAL
1176,1770750776.958424,60,NORMAL
1177,1770750776.9813662,73,NORMAL
1178,1770750777.0062485,64,NORMAL
1179,1770750777.0278587,129,CRITICAL
1180,1770750777.054953,113,ALERT
1181,1770750777.0768442,118,ALERT
1182,1770750777.098373,127,CRITICAL
1183,1770750777.1222796,110,ALERT
1184,1770750777.1432245,116,ALERT
1185,1770750777.1662576,130,CRITICAL
1186,1770750777.187186,110,ALERT
1187,1770750777.2080088,123,CRITICAL
1188,1770750777.2326443,117,ALERT
1189,1770750777.258792,128,CRITICAL
1190,1770750777.2861605,111,ALERT
1191,1770750777.3102036,123,CRITICAL
1192,1770750777.331232,117,ALERT
1193,1770750777.3512514,130,CRITICAL
1194,1770750777.3703086,117,ALERT
1195,1770750777.3908377,119,ALERT
1196,1770750777.4060493,115,ALERT
1197,1770750777.4209416,124,CRITICAL
1198,1770750777.4412603,119,ALERT
1199,1770750777.4584615,117,ALERT
1200,1770750777.4846745,117,ALERT
1201,1770750777.512611,127,CRITICAL
1202,1770750777.5329406,110,ALERT
1203,1770750777.559711,112,ALERT
1204,1770750777.5866716,116,ALERT
1205,1770750777.6096737,128,CRITICAL
1206,1770750777.6311169,114,ALERT
1207,1770750777.6526206,116,ALERT
1208,1770750777.674853,117,ALERT
1209,1770750777.7005806,130,CRITICAL
1210,1770750777.7267315,120,ALERT
1211,1770750777.7497349,123,CRITICAL
1212,1770750777.768268,111,ALERT
1213,1770750777.789468,117,ALERT
1214,1770750777.811862,110,ALERT
1215,1770750777.8374944,128,CRITICAL
1216,1770750777.862666,129,CRITICAL
1217,1770750777.8859496,127,CRITICAL
1218,1770750777.9021661,124,CRITICAL
1219,1770750777.9208632,118,ALERT
1220,1770750777.9412363,122,CRITICAL
1221,1770750777.966415,129,CRITICAL
1222,1770750777.983964,112,ALERT
1223,1770750778.0004249,118,ALERT
1224,1770750778.0186555,126,CRITICAL
1225,1770750778.0397315,125,CRITICAL
1226,1770750778.0594306,116,ALERT
1227,1770750778.079462,111,ALERT
1228,1770750778.0979562,119,ALERT
1229,1770750778.1176286,128,CRITICAL
1230,1770750778.1367576,127,CRITICAL
1231,1770750778.1559005,130,CRITICAL
1232,1770750778.1781921,115,ALERT
1233,1770750778.20308,111,ALERT
1234,1770750778.2288013,118,ALERT
1235,1770750778.2506795,128,CRITICAL
1236,1770750778.2760158,128,CRITICAL
1237,1770750778.298289,117,ALERT
1238,1770750778.3220162,113,ALERT
1239,1770750778.345453,113,ALERT
1240,1770750778.371202,121,CRITICAL
1241,1770750778.3942564,121,CRITICAL
1242,1770750778.4196203,124,CRITICAL
1243,1770750778.4434853,125,CRITICAL
1244,1770750778.4665506,111,ALERT
1245,1770750778.4864495,113,ALERT
1246,1770750778.507818,125,CRITICAL
1247,1770750778.5270755,117,ALERT
1248,1770750778.5438654,117,ALERT
1249,1770750778.562267,117,ALERT
1250,1770750778.5868907,123,CRITICAL
1251,1770750778.6087599,126,CRITICAL
1252,1770750778.6290548,130,CRITICAL
1253,1770750778.6544654,113,ALERT
1254,1770750778.6828747,110,ALERT
1255,1770750778.7094994,118,ALERT
1256,1770750778.7332458,110,ALERT
1257,1770750778.7546248,112,ALERT
1258,1770750778.77696,125,CRITICAL
1259,1770750778.8009124,112,ALERT
1260,1770750778.8266342,121,CRITICAL
1261,1770750778.848023,128,CRITICAL
1262,1770750778.8650577,121,CRITICAL
1263,1770750778.8941138,118,ALERT
1264,1770750778.9217122,125,CRITICAL
1265,1770750778.946091,123,CRITICAL
1266,1770750778.9684916,117,ALERT
1267,1770750778.9913363,111,ALERT
1268,1770750779.0168574,113,ALERT
1269,1770750779.0480995,117,ALERT
1270,1770750779.0727403,110,ALERT
1271,1770750779.0934432,129,CRITICAL
1272,1770750779.108077,121,CRITICAL
1273,1770750779.1266136,128,CRITICAL
1274,1770750779.150022,112,ALERT
1275,1770750779.170842,129,CRITICAL
1276,1770750779.1913543,130,CRITICAL
1277,1770750779.2141533,114,ALERT
1278,1770750779.2340224,119,ALERT
1279,1770750779.2565608,117,ALERT
1280,1770750779.283195,120,ALERT
1281,1770750779.304399,119,ALERT
1282,1770750779.3264167,110,ALERT
1283,1770750779.344799,121,CRITICAL
1284,1770750779.3703463,130,CRITICAL
1285,1770750779.3940773,123,CRITICAL
1286,1770750779.4215436,126,CRITICAL
1287,1770750779.4500687,122,CRITICAL
1288,1770750779.4730694,116,ALERT
1289,1770750779.4941652,113,ALERT
1290,1770750779.5201015,128,CRITICAL
1291,1770750779.5432591,112,ALERT
1292,1770750779.5677648,130,CRITICAL
1293,1770750779.5908306,129,CRITICAL
1294,1770750779.6142797,118,ALERT
1295,1770750779.6303332,112,ALERT
1296,1770750779.6500146,126,CRITICAL
1297,1770750779.6662107,122,CRITICAL
1298,1770750779.6814063,113,ALERT
1299,1770750779.7014437,126,CRITICAL
1300,1770750779.7211416,111,ALERT
1301,1770750779.745896,113,ALERT
1302,1770750779.7669249,114,ALERT
1303,1770750779.7909446,123,CRITICAL
1304,1770750779.812533,124,CRITICAL
1305,1770750779.8323636,119,ALERT
1306,1770750779.854257,116,ALERT
1307,1770750779.8778732,130,CRITICAL
1308,1770750779.90256,124,CRITICAL
1309,1770750779.924719,115,ALERT
1310,1770750779.941753,120,ALERT
1311,1770750779.9663825,113,ALERT
1312,1770750779.9930098,119,ALERT
1313,1770750780.0148804,111,ALERT
1314,1770750780.0408256,130,CRITICAL
1315,1770750780.0599113,127,CRITICAL
1316,1770750780.0844011,118,ALERT
1317,1770750780.1044006,128,CRITICAL
1318,1770750780.1331804,127,CRITICAL
1319,1770750780.1576138,122,CRITICAL
1320,1770750780.1782012,116,ALERT
1321,1770750780.1929145,122,CRITICAL
1322,1770750780.2109525,121,CRITICAL
1323,1770750780.2296762,112,ALERT
1324,1770750780.2460377,129,CRITICAL
1325,1770750780.2621388,125,CRITICAL
1326,1770750780.2871444,126,CRITICAL
1327,1770750780.3149607,111,ALERT
1328,1770750780.341546,119,ALERT
1329,1770750780.3627813,126,CRITICAL
1330,1770750780.3821793,130,CRITICAL
1331,1770750780.4044268,114,ALERT
1332,1770750780.4292777,117,ALERT
1333,1770750780.4536064,127,CRITICAL
1334,1770750780.4828446,126,CRITICAL
1335,1770750780.504792,117,ALERT
1336,1770750780.5302238,126,CRITICAL
1337,1770750780.5571768,128,CRITICAL
1338,1770750780.5857687,124,CRITICAL
1339,1770750780.611013,127,CRITICAL
1340,1770750780.636196,111,ALERT
1341,1770750780.6563993,112,ALERT
1342,1770750780.6760964,112,ALERT
1343,1770750780.699494,116,ALERT
1344,1770750780.7204306,129,CRITICAL
1345,1770750780.741842,111,ALERT
1346,1770750780.7609727,127,CRITICAL
1347,1770750780.7746384,116,ALERT
1348,1770750780.7944374,123,CRITICAL
1349,1770750780.8172786,130,CRITICAL
1350,1770750780.8356574,130,CRITICAL
1351,1770750780.8581889,127,CRITICAL
1352,1770750780.8808045,121,CRITICAL
1353,1770750780.8995595,120,ALERT
1354,1770750780.9246314,125,CRITICAL
1355,1770750780.9469702,115,ALERT
1356,1770750780.9692104,116,ALERT
1357,1770750780.9911063,114,ALERT
1358,1770750781.0147083,116,ALERT
1359,1770750781.0398471,110,ALERT
1360,1770750781.059908,112,ALERT
1361,1770750781.0801563,130,CRITICAL
1362,1770750781.1040742,112,ALERT
1363,1770750781.1287014,110,ALERT
1364,1770750781.1497164,130,CRITICAL
1365,1770750781.1732008,122,CRITICAL
1366,1770750781.1955054,126,CRITICAL
1367,1770750781.2187707,120,ALERT
1368,1770750781.2362823,114,ALERT
1369,1770750781.2598085,125,CRITICAL
1370,1770750781.2831185,113,ALERT
1371,1770750781.3088243,120,ALERT
1372,1770750781.3296328,128,CRITICAL
1373,1770750781.345459,115,ALERT
1374,1770750781.3666377,120,ALERT
1375,1770750781.3861136,114,ALERT
1376,1770750781.415906,121,CRITICAL
1,1770751151.0558465,85,NORMAL
2,1770751151.0699427,77,NORMAL
3,1770751151.100423,69,NORMAL
4,1770751151.1254294,66,NORMAL
5,1770751151.1503131,82,NORMAL
6,1770751151.1783867,75,NORMAL
7,1770751151.2036855,79,NORMAL
8,1770751151.231616,60,NORMAL
9,1770751151.258966,67,NORMAL
10,1770751151.2852728,71,NORMAL
11,1770751151.3135815,73,NORMAL
12,1770751151.3353891,90,NORMAL
13,1770751151.3602958,127,CRITICAL
14,1770751151.3846016,117,ALERT
15,1770751151.4067485,129,CRITICAL
16,1770751151.4335194,112,ALERT
17,1770751151.4610445,124,CRITICAL
18,1770751151.48931,129,CRITICAL
19,1770751151.5183256,113,ALERT
20,1770751151.5445468,126,CRITICAL
21,1770751151.5797255,116,ALERT
22,1770751151.6115668,113,ALERT
23,1770751151.6364558,127,CRITICAL
24,1770751151.660701,117,ALERT
25,1770751151.685956,129,CRITICAL
26,1770751151.7119534,114,ALERT
27,1770751151.734344,127,CRITICAL
28,1770751151.7556791,128,CRITICAL
29,1770751151.781296,127,CRITICAL
30,1770751151.8075132,115,ALERT
31,1770751151.831173,112,ALERT
32,1770751151.8568234,125,CRITICAL
33,1770751151.8826687,125,CRITICAL
34,1770751151.9121022,112,ALERT
35,1770751151.9372716,110,ALERT
36,1770751151.961549,121,CRITICAL
37,1770751151.987775,124,CRITICAL
38,1770751152.0151014,126,CRITICAL
39,1770751152.0402029,128,CRITICAL
40,1770751152.064914,126,CRITICAL
41,1770751152.0896215,112,ALERT
42,1770751152.1142492,118,ALERT
43,1770751152.1408932,115,ALERT
44,1770751152.1677318,127,CRITICAL
45,1770751152.181744,112,ALERT
46,1770751152.2085588,121,CRITICAL
47,1770751152.2296975,110,ALERT
48,1770751152.2587366,110,ALERT
49,1770751152.2790241,121,CRITICAL
50,1770751152.3054254,123,CRITICAL
51,1770751152.331716,126,CRITICAL
52,1770751152.3593318,129,CRITICAL
53,1770751152.3814712,117,ALERT
54,1770751152.408336,120,ALERT
55,1770751152.4312289,112,ALERT
56,1770751152.4571366,118,ALERT
57,1770751152.4804008,115,ALERT
58,1770751152.5056605,120,ALERT
59,1770751152.5309184,117,ALERT
60,1770751152.5573964,121,CRITICAL
61,1770751152.58478,113,ALERT
62,1770751152.6055627,123,CRITICAL
63,1770751152.6332588,113,ALERT
64,1770751152.6603515,125,CRITICAL
65,1770751152.6878085,128,CRITICAL
66,1770751152.71379,119,ALERT
67,1770751152.7352233,126,CRITICAL
68,1770751152.7616599,113,ALERT
69,1770751152.7825506,128,CRITICAL
70,1770751152.807549,122,CRITICAL
71,1770751152.830799,119,ALERT
72,1770751152.849644,113,ALERT
73,1770751152.8757904,111,ALERT
74,1770751152.9058118,117,ALERT
75,1770751152.9331446,118,ALERT
76,1770751152.9632814,116,ALERT
77,1770751152.989328,111,ALERT
78,1770751153.0121112,128,CRITICAL
79,1770751153.0390558,111,ALERT
80,1770751153.0648425,127,CRITICAL
81,1770751153.091036,124,CRITICAL
82,1770751153.1175678,127,CRITICAL
83,1770751153.1385245,129,CRITICAL
84,1770751153.16437,117,ALERT
85,1770751153.1892884,116,ALERT
86,1770751153.2145581,115,ALERT
87,1770751153.2406304,111,ALERT
88,1770751153.2665439,115,ALERT
89,1770751153.289257,126,CRITICAL
90,1770751153.311022,130,CRITICAL
91,1770751153.3374934,115,ALERT
92,1770751153.359106,111,ALERT
93,1770751153.3844006,114,ALERT
94,1770751153.4096515,116,ALERT
95,1770751153.439355,115,ALERT
96,1770751153.4626558,126,CRITICAL
97,1770751153.485458,120,ALERT
98,1770751153.5114598,113,ALERT
99,1770751153.538624,110,ALERT
100,1770751153.5669446,114,ALERT
101,1770751153.5936935,118,ALERT
102,1770751153.6232572,116,ALERT
103,1770751153.6495867,120,ALERT
104,1770751153.6793036,113,ALERT
105,1770751153.699698,124,CRITICAL
106,1770751153.7289114,110,ALERT
107,1770751153.759114,123,CRITICAL
108,1770751153.7856176,124,CRITICAL
109,1770751153.8102531,113,ALERT
110,1770751153.8288403,125,CRITICAL
111,1770751153.8536115,130,CRITICAL
112,1770751153.8735502,125,CRITICAL
113,1770751153.9010682,111,ALERT
114,1770751153.9268024,117,ALERT
115,1770751153.950817,124,CRITICAL
116,1770751153.9791415,126,CRITICAL
117,1770751153.9976025,118,ALERT
118,1770751154.023457,113,ALERT
119,1770751154.0512874,123,CRITICAL
120,1770751154.0806437,122,CRITICAL
121,1770751154.1043491,113,ALERT
122,1770751154.125338,113,ALERT
123,1770751154.1503077,117,ALERT
124,1770751154.1774547,114,ALERT
125,1770751154.2065198,110,ALERT
126,1770751154.2366352,113,ALERT
127,1770751154.263991,128,CRITICAL
128,1770751154.294119,122,CRITICAL
129,1770751154.3213768,113,ALERT
130,1770751154.3461459,114,ALERT
131,1770751154.3751354,111,ALERT
132,1770751154.3929708,126,CRITICAL
133,1770751154.421604,118,ALERT
134,1770751154.4505398,118,ALERT
135,1770751154.4731033,119,ALERT
136,1770751154.4970164,127,CRITICAL
137,1770751154.5204513,111,ALERT
138,1770751154.5429816,120,ALERT
139,1770751154.563224,113,ALERT
140,1770751154.5847347,115,ALERT
141,1770751154.6062438,114,ALERT
142,1770751154.6278045,112,ALERT
143,1770751154.6497254,125,CRITICAL
144,1770751154.6727197,116,ALERT
145,1770751154.6951163,118,ALERT
146,1770751154.7187755,117,ALERT
147,1770751154.7466223,113,ALERT
148,1770751154.7693052,127,CRITICAL
149,1770751154.7903044,124,CRITICAL
150,1770751154.816015,116,ALERT
151,1770751154.8392565,115,ALERT
152,1770751154.8614035,117,ALERT
153,1770751154.882949,113,ALERT
154,1770751154.9046602,122,CRITICAL
155,1770751154.9288793,115,ALERT
156,1770751154.9490097,110,ALERT
157,1770751154.9735348,124,CRITICAL
158,1770751154.9892921,117,ALERT
159,1770751155.0148048,126,CRITICAL
160,1770751155.0335877,126,CRITICAL
161,1770751155.0569797,110,ALERT
162,1770751155.0807557,124,CRITICAL
163,1770751155.1041257,121,CRITICAL
164,1770751155.1292884,129,CRITICAL
165,1770751155.1521199,119,ALERT
166,1770751155.1760483,129,CRITICAL
167,1770751155.2012725,126,CRITICAL
168,1770751155.225549,123,CRITICAL
169,1770751155.2509334,127,CRITICAL
170,1770751155.2758648,112,ALERT
171,1770751155.3009937,126,CRITICAL
172,1770751155.3261096,130,CRITICAL
173,1770751155.3517256,120,ALERT
174,1770751155.3771079,122,CRITICAL
175,1770751155.4024017,128,CRITICAL
176,1770751155.425071,116,ALERT
177,1770751155.4508944,113,ALERT
178,1770751155.4773018,117,ALERT
179,1770751155.5029395,122,CRITICAL
180,1770751155.5274782,117,ALERT
181,1770751155.5494359,120,ALERT
182,1770751155.5739093,129,CRITICAL
183,1770751155.5965471,127,CRITICAL
184,1770751155.6215825,115,ALERT
185,1770751155.6451094,119,ALERT
186,1770751155.6672826,129,CRITICAL
187,1770751155.692211,122,CRITICAL
188,1770751155.7171235,110,ALERT
189,1770751155.739674,122,CRITICAL
190,1770751155.7664683,126,CRITICAL
191,1770751155.7913795,120,ALERT
192,1770751155.8198974,117,ALERT
193,1770751155.8444064,128,CRITICAL
194,1770751155.8696232,119,ALERT
195,1770751155.8966966,123,CRITICAL
196,1770751155.9221473,126,CRITICAL
197,1770751155.9479694,118,ALERT
198,1770751155.96332,114,ALERT
1,1770751279.2872198,87,NORMAL
2,1770751279.3017626,72,NORMAL
3,1770751279.3248687,67,NORMAL
4,1770751279.3475444,76,NORMAL
5,1770751279.3690965,74,NORMAL
6,1770751279.3902853,82,NORMAL
7,1770751279.4138162,82,NORMAL
8,1770751279.4377255,81,NORMAL
9,1770751279.459888,129,CRITICAL
10,1770751279.48178,119,ALERT
11,1770751279.5050755,120,ALERT
12,1770751279.5270503,130,CRITICAL
13,1770751279.5439677,116,ALERT
14,1770751279.5642385,117,ALERT
15,1770751279.5898094,122,CRITICAL
16,1770751279.6126032,111,ALERT
17,1770751279.6337833,119,ALERT
18,1770751279.6542747,119,ALERT
19,1770751277.2171392,127,CRITICAL
20,1770751277.2392519,121,CRITICAL
21,1770751277.258232,127,CRITICAL
22,1770751277.2782443,120,ALERT
23,1770751277.3046522,110,ALERT
24,1770751277.3271449,118,ALERT
25,1770751277.3518696,119,ALERT
26,1770751277.3782701,118,ALERT
27,1770751277.3974497,111,ALERT
28,1770751277.4199896,112,ALERT
29,1770751277.4410598,119,ALERT
30,1770751277.4656403,112,ALERT
31,1770751277.4904253,121,CRITICAL
32,1770751277.5181124,110,ALERT
33,1770751277.5395691,110,ALERT
34,1770751277.5614195,111,ALERT
35,1770751277.5819345,110,ALERT
36,1770751277.6050906,110,ALERT
37,1770751277.628924,116,ALERT
38,1770751277.6515174,125,CRITICAL
39,1770751277.6745849,113,ALERT
40,1770751277.6947038,123,CRITICAL
41,1770751277.7172534,119,ALERT
42,1770751277.7378862,127,CRITICAL
43,1770751277.7608032,120,ALERT
44,1770751277.7824547,114,ALERT
45,1770751277.8058517,118,ALERT
46,1770751277.8222501,111,ALERT
47,1770751277.843544,123,CRITICAL
48,1770751277.8641267,118,ALERT
49,1770751277.8870864,123,CRITICAL
50,1770751277.9092739,112,ALERT
51,1770751277.933623,111,ALERT
52,1770751277.955462,110,ALERT
53,1770751277.9770944,128,CRITICAL
54,1770751277.9984102,121,CRITICAL
55,1770751278.0207257,112,ALERT
56,1770751278.0386953,118,ALERT
57,1770751278.061645,112,ALERT
58,1770751278.080892,121,CRITICAL
59,1770751278.102808,129,CRITICAL
60,1770751278.1258025,116,ALERT
61,1770751278.148815,112,ALERT
62,1770751278.171414,129,CRITICAL
63,1770751278.1934297,110,ALERT
64,1770751278.2146513,127,CRITICAL
65,1770751278.2342641,123,CRITICAL
66,1770751278.2574844,124,CRITICAL
67,1770751278.2775667,120,ALERT
68,1770751278.3003783,119,ALERT
69,1770751278.3230395,122,CRITICAL
70,1770751278.3434758,120,ALERT
71,1770751278.3689716,129,CRITICAL
72,1770751278.3933473,128,CRITICAL
73,1770751278.4121566,111,ALERT
74,1770751278.4354694,115,ALERT
75,1770751278.4582818,116,ALERT
76,1770751278.4800916,129,CRITICAL
77,1770751278.50578,123,CRITICAL
78,1770751278.52881,128,CRITICAL
